CRIMEID,CCN,PERSONID,PERSONTYPE,AGE,age_band,FATAL,MAJORINJURY,MINORINJURY,severity,IMPAIRED,SPEEDING,TICKETISSUED,INVEHICLETYPE,match_source,year_ccn,year,year_month,ward,date_source
66691928308,25156995,66692023635,Other,18,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 1,reportdate
66700339999,25157114,66701661795,Bicyclist,10,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 5,reportdate
66808493764,25159688,66809441911,Driver,22,16-24,N,Y,N,Major,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 5,reportdate
66794619958,25159262,66794672505,Driver,37,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 4,reportdate
66906942877,25164032,66907017610,Driver,50,45-54,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 2,reportdate
66911912470,25164204,66912219436,Driver,56,55-64,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 5,reportdate
66987992688,25164667,66988875686,Driver,23,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 1,reportdate
66868885303,25162083,66882452428,Driver,56,55-64,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 7,reportdate
66887769777,25163360,66887887811,Driver,55,55-64,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 4,reportdate
67292689206,25169758,67292763575,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 4,reportdate
67344116634,25172597,67344341978,Driver,33,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 5,reportdate
67335795007,25172294,67336186688,Driver,43,35-44,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 6,reportdate
67338026196,25171732,67352976606,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 4,reportdate
67396978801,25174552,67397023997,Driver,34,25-34,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 3,reportdate
67366424793,25173662,67366678344,Driver,27,25-34,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 5,reportdate
67377617498,25173795,67377822251,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 6,reportdate
67379262524,25173969,67379362347,Driver,30,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 2,reportdate
67317322964,25172009,67318039323,Other,31,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 6,reportdate
67501835303,25178025,67501894091,Driver,27,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 1,reportdate
67403237564,25174761,67443083914,Driver,0,<16,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 4,reportdate
67449483674,25176475,67449628676,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 5,reportdate
67462683146,25176893,67462875402,Driver,40,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 2,reportdate
67763286467,25185906,67763646660,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 1,reportdate
62349935090,25008802,62352383806,Driver,19,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-01,Ward 6,reportdate
67412482869,25175164,67412583232,Driver,58,55-64,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 2,reportdate
67466398441,25177226,67466927408,Driver,0,<16,N,Y,N,Major,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 4,reportdate
67486315078,25177706,67486433032,Driver,39,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 5,reportdate
68023904609,26000840,68024070120,Driver,56,55-64,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 4,reportdate
68009190481,26000385,68009693043,Driver,39,35-44,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 2,reportdate
68009504838,26000309,68009536040,Driver,29,25-34,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 1,reportdate
66894366224,25162081,66894626234,Driver,21,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 3,reportdate
68077051020,26002619,68077260920,Driver,62,55-64,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 5,reportdate
67800943656,25186099,67801458252,Bicyclist,25,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 1,reportdate
67957208101,25193975,67957242329,Bicyclist,44,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 5,reportdate
68224482903,26008272,68224739018,Driver,30,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 2,reportdate
68153694669,26005517,68153818565,Driver,21,16-24,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 2,reportdate
68167335472,26006164,68167469018,Driver,0,<16,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 4,reportdate
68133834272,26003768,68164035055,Driver,37,35-44,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 6,reportdate
66663602775,25155955,66664065809,Driver,24,16-24,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-10,Ward 1,reportdate
63950863713,25070127,63959752471,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-05,Ward 5,reportdate
64697194615,25096004,64697280311,Driver,36,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-06,Ward 1,reportdate
68204679349,26007500,68205090074,Driver,27,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 7,reportdate
68247435736,26009237,68248226232,Driver,15,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 4,reportdate
68247435736,26009237,68248226276,Passenger,11,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 4,reportdate
67654545929,25182347,67654693363,Driver,27,25-34,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 2,reportdate
67673998619,25183303,67674492056,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 5,reportdate
67486090285,25177670,67486255740,Driver,14,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 8,reportdate
67486090285,25177670,67486255762,Passenger,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-11,Ward 8,reportdate
67702820772,25184023,67702886394,Driver,40,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 7,reportdate
67683645695,25183459,67684467953,Driver,32,25-34,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 2,reportdate
67833932421,25188759,67833976274,Driver,43,35-44,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 5,reportdate
67817919954,25188406,67818087421,Driver,64,55-64,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 2,reportdate
67787877030,25187238,67788007069,Driver,30,25-34,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 4,reportdate
67934681527,25192816,67934748778,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 1,reportdate
67893235649,25191440,67893325651,Driver,46,45-54,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 5,reportdate
67864380224,25190220,67866320823,Driver,37,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 2,reportdate
68213505998,26007875,68215943406,Driver,42,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 4,reportdate
68246437172,26009210,68247185499,Driver,19,16-24,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 1,reportdate
68355901605,26013141,68356089444,Driver,0,<16,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 5,reportdate
68264095548,26009700,68264223285,Driver,35,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 6,reportdate
68402439514,26014642,68402534210,Driver,27,25-34,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 5,reportdate
68425290271,26015839,68425545875,Driver,30,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 5,reportdate
68564250992,26020410,68564390336,Driver,42,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 7,reportdate
68564829542,26020395,68565008075,Driver,0,<16,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 2,reportdate
68513559521,26018665,68531343246,Bicyclist,24,16-24,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 2,reportdate
68536526108,26019381,68536637902,Driver,19,16-24,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 2,reportdate
68654502277,26023429,68654582912,Driver,30,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 6,reportdate
68595521780,26020431,68595687870,Driver,30,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 8,reportdate
68610719776,26022050,68612660526,Driver,14,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 4,reportdate
68610719776,26022050,68612660559,Passenger,15,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 4,reportdate
69493590792,26042118,69494970519,Driver,47,45-54,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 2,reportdate
70374842429,26062543,70375036433,Bicyclist,16,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-05,Ward 6,reportdate
68749874674,26026751,68749967629,Driver,42,35-44,N,Y,N,Major,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 5,reportdate
68734150093,26026400,68734231658,Driver,48,45-54,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 5,reportdate
70885506573,26077074,70885656779,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 5,reportdate
70885685457,26077003,70885984636,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 8,reportdate
70885685457,26077003,70885984669,Passenger,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 8,reportdate
70888717076,26077235,70889513675,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 1,reportdate
70898234449,26077523,70898439589,Driver,19,16-24,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 4,reportdate
70900073357,26077573,70900124298,Driver,22,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 1,reportdate
70848415192,26075413,70848467475,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 7,reportdate
70860768667,26075827,70861122168,Bicyclist,47,45-54,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 6,reportdate
70862656383,26076072,70863595075,Driver,31,25-34,N,Y,N,Major,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 2,reportdate
70870112286,26076337,70870407458,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 6,reportdate
68230378520,26008643,68230620021,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-01,Ward 1,reportdate
70920781236,26078421,70920993489,Driver,20,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 5,reportdate
70927633778,26078855,70927667094,Driver,21,16-24,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 5,reportdate
70935821259,26079009,70936239634,Driver,0,<16,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-06,Ward 8,reportdate
68761235932,26027164,68761332621,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 8,reportdate
68911867983,26023519,68913066276,Driver,0,<16,N,N,N,None,N,Y,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 7,reportdate
69115831763,26030100,69116257805,Driver,23,16-24,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 6,reportdate
68770261766,26027481,68770402298,Bicyclist,38,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 2,reportdate
68778397250,26027673,68778956078,Bicyclist,0,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 2,reportdate
68792811674,26027952,68793272630,Driver,42,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 6,reportdate
68797938022,26028158,68798108893,Driver,18,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 2,reportdate
68734058438,26026411,68734186014,Driver,29,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-02,Ward 1,reportdate
69124537431,26030734,69126621222,Driver,21,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 6,reportdate
69172280815,26031841,69172387034,Passenger,11,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 7,reportdate
69172280815,26031841,69172611678,Driver,16,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 7,reportdate
69116696114,26030090,69117047459,Other,61,55-64,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 4,reportdate
69227334439,26033526,69228619273,Driver,16,16-24,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 1,reportdate
69231832231,26033812,69232561705,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 1,reportdate
69225929975,26033543,69225991873,Driver,39,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 4,reportdate
69332376837,26037048,69345306606,Driver,31,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 2,reportdate
69347319091,26037701,69347440528,Driver,22,16-24,N,Y,N,Major,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 4,reportdate
69306785373,26036162,69307484417,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 6,reportdate
69331828787,26036984,69334549993,Driver,13,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 4,reportdate
69343413703,26036902,69343460921,Driver,62,55-64,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 2,reportdate
69395279387,26038556,69408302228,Bicyclist,24,16-24,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 2,reportdate
69421816462,26039639,69422020309,Driver,58,55-64,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 7,reportdate
69429882460,26040047,69430010341,Driver,19,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 3,reportdate
69471656631,26041856,69471869644,Driver,0,<16,N,Y,N,Major,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 8,reportdate
69513166100,26043186,69513240570,Driver,43,35-44,N,Y,N,Major,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 5,reportdate
69511940440,26043227,69513872727,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 1,reportdate
69530597034,26043858,69530761342,Driver,37,35-44,N,Y,N,Major,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 4,reportdate
69530597034,26043858,69531020513,Passenger,30,25-34,N,Y,N,Major,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 4,reportdate
69496286853,26042265,69496402584,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-03,Ward 5,reportdate
69509291551,26043137,69509533361,Driver,27,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69511234128,26043202,69511366389,Driver,40,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
69608263302,26046652,69608644170,Bicyclist,17,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 7,reportdate
69610296221,26046761,69610474849,Driver,23,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69558830732,26044886,69558942735,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 1,reportdate
69567010094,26045222,69567085486,Driver,52,45-54,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 5,reportdate
69567165502,26045243,69567310842,Bicyclist,31,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69573599622,26045564,69573910131,Driver,41,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 5,reportdate
69577526536,26045761,69578210295,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 5,reportdate
69663095660,26048860,69664194659,Driver,23,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 8,reportdate
69652310061,26048348,69685519209,Driver,32,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 5,reportdate
69642702763,26047967,69642830881,Driver,31,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
69658209758,25184923,69658295693,Bicyclist,37,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2025,2025,2025-12,Ward 1,reportdate
69699593317,26049554,69705113010,Driver,17,16-24,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69764717955,26052372,69765054713,Driver,34,25-34,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 1,reportdate
69767320089,26052578,69767380298,Bicyclist,24,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 7,reportdate
69780624242,26052843,69780848827,Driver,41,35-44,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 4,reportdate
69780624242,26052843,69780894848,Passenger,33,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 4,reportdate
69751496677,26051985,69751597202,Driver,32,25-34,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
69711768458,26050661,69711944364,Driver,28,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
69713135811,26050684,69713442743,Driver,33,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 5,reportdate
69726053567,26051095,69726286410,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69727132793,26051150,69727760773,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69738964583,26051547,69739052663,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 7,reportdate
69740035979,26051597,69740257824,Other,34,25-34,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
69740035979,26051597,69740326450,Passenger,21,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
69796717637,26053385,69797173101,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69841005371,26055140,69841368060,Driver,33,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 1,reportdate
69856648484,26055753,69856750633,Other,43,35-44,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69815218672,26054006,69815356393,Driver,21,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 4,reportdate
69831712690,26054549,69832059617,Driver,38,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 7,reportdate
69832938819,26054691,69832997732,Bicyclist,18,16-24,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
69832879786,26054520,69833194716,Bicyclist,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
69876393882,26056103,69876538765,Driver,38,35-44,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 3,reportdate
69876884827,26056438,69877014773,Driver,35,35-44,N,Y,N,Major,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 5,reportdate
70227824740,26058027,70242649809,Bicyclist,29,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-05,Ward 4,reportdate
70247368070,26058580,70250101513,Bicyclist,33,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-05,Ward 5,reportdate
69721748633,26050757,69888394957,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 6,reportdate
70122423943,26057285,70124255823,Driver,29,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-04,Ward 2,reportdate
70266787037,26059187,70266828626,Bicyclist,53,45-54,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2026,2026,2026-05,Ward 3,reportdate
